Category,Resume
Android Developer,"
Professional Summary:
Experienced Android Developer with 8+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Android Developer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Android Developer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Android Developer,"
Professional Summary:
Experienced Android Developer with 10+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Android Developer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Android Developer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Android Developer,"
Professional Summary:
Experienced Android Developer with 5+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Android Developer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Android Developer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Android Developer,"
Professional Summary:
Experienced Android Developer with 3+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Android Developer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Android Developer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Android Developer,"
Professional Summary:
Experienced Android Developer with 9+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Android Developer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Android Developer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cloud Engineer,"
Professional Summary:
Experienced Cloud Engineer with 3+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cloud Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cloud Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cloud Engineer,"
Professional Summary:
Experienced Cloud Engineer with 8+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cloud Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cloud Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cloud Engineer,"
Professional Summary:
Experienced Cloud Engineer with 2+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cloud Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cloud Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cloud Engineer,"
Professional Summary:
Experienced Cloud Engineer with 7+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cloud Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cloud Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cloud Engineer,"
Professional Summary:
Experienced Cloud Engineer with 10+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cloud Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cloud Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cloud Engineer,"
Professional Summary:
Experienced Cloud Engineer with 6+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cloud Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cloud Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cloud Engineer,"
Professional Summary:
Experienced Cloud Engineer with 9+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cloud Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cloud Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cloud Engineer,"
Professional Summary:
Experienced Cloud Engineer with 5+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cloud Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cloud Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cloud Engineer,"
Professional Summary:
Experienced Cloud Engineer with 4+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cloud Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cloud Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
DevOps Engineer,"
Professional Summary:
Experienced DevOps Engineer with 2+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to DevOps Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior DevOps Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
DevOps Engineer,"
Professional Summary:
Experienced DevOps Engineer with 7+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to DevOps Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior DevOps Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
DevOps Engineer,"
Professional Summary:
Experienced DevOps Engineer with 3+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to DevOps Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior DevOps Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
DevOps Engineer,"
Professional Summary:
Experienced DevOps Engineer with 5+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to DevOps Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior DevOps Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
DevOps Engineer,"
Professional Summary:
Experienced DevOps Engineer with 10+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to DevOps Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior DevOps Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
DevOps Engineer,"
Professional Summary:
Experienced DevOps Engineer with 8+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to DevOps Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior DevOps Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
DevOps Engineer,"
Professional Summary:
Experienced DevOps Engineer with 9+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to DevOps Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior DevOps Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
DevOps Engineer,"
Professional Summary:
Experienced DevOps Engineer with 4+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to DevOps Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior DevOps Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
DevOps Engineer,"
Professional Summary:
Experienced DevOps Engineer with 6+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to DevOps Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior DevOps Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cybersecurity Analyst,"
Professional Summary:
Experienced Cybersecurity Analyst with 7+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cybersecurity Analyst
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cybersecurity Analyst – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cybersecurity Analyst,"
Professional Summary:
Experienced Cybersecurity Analyst with 5+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cybersecurity Analyst
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cybersecurity Analyst – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cybersecurity Analyst,"
Professional Summary:
Experienced Cybersecurity Analyst with 8+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cybersecurity Analyst
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cybersecurity Analyst – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cybersecurity Analyst,"
Professional Summary:
Experienced Cybersecurity Analyst with 10+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cybersecurity Analyst
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cybersecurity Analyst – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cybersecurity Analyst,"
Professional Summary:
Experienced Cybersecurity Analyst with 3+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cybersecurity Analyst
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cybersecurity Analyst – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cybersecurity Analyst,"
Professional Summary:
Experienced Cybersecurity Analyst with 6+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cybersecurity Analyst
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cybersecurity Analyst – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cybersecurity Analyst,"
Professional Summary:
Experienced Cybersecurity Analyst with 2+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cybersecurity Analyst
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cybersecurity Analyst – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cybersecurity Analyst,"
Professional Summary:
Experienced Cybersecurity Analyst with 9+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cybersecurity Analyst
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cybersecurity Analyst – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Cybersecurity Analyst,"
Professional Summary:
Experienced Cybersecurity Analyst with 4+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Cybersecurity Analyst
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Cybersecurity Analyst – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Testing Engineer,"
Professional Summary:
Experienced Testing Engineer with 6+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Testing Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Testing Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Testing Engineer,"
Professional Summary:
Experienced Testing Engineer with 5+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Testing Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Testing Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Testing Engineer,"
Professional Summary:
Experienced Testing Engineer with 3+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Testing Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Testing Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Testing Engineer,"
Professional Summary:
Experienced Testing Engineer with 9+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Testing Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Testing Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Testing Engineer,"
Professional Summary:
Experienced Testing Engineer with 7+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Testing Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Testing Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Testing Engineer,"
Professional Summary:
Experienced Testing Engineer with 10+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Testing Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Testing Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Testing Engineer,"
Professional Summary:
Experienced Testing Engineer with 4+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Testing Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Testing Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Testing Engineer,"
Professional Summary:
Experienced Testing Engineer with 8+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Testing Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Testing Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Testing Engineer,"
Professional Summary:
Experienced Testing Engineer with 2+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Testing Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Testing Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Automation Test Engineer,"
Professional Summary:
Experienced Automation Test Engineer with 9+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Automation Test Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Automation Test Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Automation Test Engineer,"
Professional Summary:
Experienced Automation Test Engineer with 4+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Automation Test Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Automation Test Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Automation Test Engineer,"
Professional Summary:
Experienced Automation Test Engineer with 3+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Automation Test Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Automation Test Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
Automation Test Engineer,"
Professional Summary:
Experienced Automation Test Engineer with 5+ years of experience delivering scalable and high-performance solutions.
Strong expertise in problem-solving, system design, and cross-functional collaboration.

Technical Skills:
- Core Technologies related to Automation Test Engineer
- REST APIs, System Design, Debugging
- Version Control: Git
- Databases and Cloud Exposure

Work Experience:
Senior Automation Test Engineer – Technology Solutions Pvt Ltd
- Designed and developed production-ready applications.
- Collaborated with product and QA teams.
- Improved system performance and optimized workflows.

Projects:
- Enterprise Application Development
- Automation and Performance Optimization
- Deployment and Monitoring of Applications

Education:
Bachelor’s Degree in Computer Science / Information Technology
"
